Commit Hash,Date,Author,Tags,Full Commit Message,Version,Short Commit Message
00001088fca87c68061839015d393ed694c09ef3,2/25/2025 16:40,Simon Ghionea,,bump version to 3.2rc4; make do_automatic_runs work for power module as well,v3.2rc4,make powermodule also support do_automatic_runs
d228f7034bf4315a3f3ac29ff2de40e859ed9922,2/26/2025 12:36,Simon Ghionea,,change CFGGET command to dump more information about config; typo in a PM config parameter,v3.2rc4,add USB cdc commands
8b70ef4382cc68b4e188b36c43150e5f5521e8f6,2/26/2025 12:59,Simon Ghionea,,PM make choice of top or front led's configurable through config file,v3.2rc4,fix powermodule usage of front led set
7c9f56609d5aba2a8c4440233c704f1169dfaf33,2/26/2025 13:30,Simon Ghionea,,speed up breathing led driver pattern,v3.2rc4,led notifications: speed up all breathing patterns
d9543dc8f8f452bc9deaeb25554226ac7de0a350,2/27/2025 7:18,Simon Ghionea,,add REBOOT serial command,v3.2rc4,add USB cdc commands
da6bb1f4f74ca5b3ec6eeab4d2f4bf970c9377af,2/27/2025 15:23,Simon Ghionea,,"major: add double-yellow, add graceperiod config parameter, update default config, re-work FSM to allow temperature not reached terminations, add solid-red sample invalidation logic",v3.2rc4,"led notifications: rework framework, add double-yellow graceperiod, solid-red sample invalidation"
39f11de9204190be98055061d9369aceff483547,2/27/2025 19:06,Simon Ghionea,,"fix with temperature setpoint reached messages being sent upon stopping heaters, where not appropriate",v3.2rc4,"led notifications: rework framework, add double-yellow graceperiod, solid-red sample invalidation"
f486a1c1cff4bd3f00d45e7f62515f88590e2fa2,2/28/2025 10:10,Simon Ghionea,,"PM add additional audio alert, mario song, and accompanying config parameters",v3.2rc4,add powermodule buzzer support
cc04c601b1ad3a7df8729a0d1963b6eb9e05ddc7,2/28/2025 10:50,Simon Ghionea,,Add capability to main_task to receive low-rate temperature data in MAIN_STANDBY state; planning to use this to determine if we can start a run,v3.2rc4,led notifications: add solid-yellow run startability capability; and red-magenta flashing for device cannot run
549c84a8f9e6e6c337b4a3eb8935da182d56fae8,2/28/2025 14:07,Simon Ghionea,,strip out min_run_zone_temp handling from powermoduleheater and sampleprepheater tasks; plan to re-implement at higher level,v3.2rc4,led notifications: add solid-yellow run startability capability; and red-magenta flashing for device cannot run
9e1e2dee232a7e0af2d6db6159c1b48f03c5f46d,2/28/2025 14:12,Simon Ghionea,,prepare to start using global flags to track whether or not we can start a run or the device is working well,v3.2rc4,led notifications: add solid-yellow run startability capability; and red-magenta flashing for device cannot run
523dc339b7c598ecc77b06075fb7110b0a868820,2/28/2025 15:46,Simon Ghionea,"ghlgit/GHL_rework_if_run_possible_during_standby, GHL_rework_if_run_possible_during_standby","reworked alert system and run-start system to show yellow led if starting is not possible, yellow-red cycling if device error has occurred",v3.2rc4,led notifications: add solid-yellow run startability capability; and red-magenta flashing for device cannot run
fe979ef983fa6a923f477e80cd446c8b4eee79da,2/28/2025 16:11,Simon Ghionea,,add some additional tracking information to help trace logging errors,v3.2rc4,"improve robustness, reduce bugs, add debug outputs"
75ce61af2c7c7358c059fa20438a45ddb1f628e8,2/28/2025 16:26,Simon Ghionea,,"fix issue with battery level led updating, after all the changes to the led indications",v3.2rc4,"led notifications: rework framework, add double-yellow graceperiod, solid-red sample invalidation"
fde22a98fc520361aed3eef8cfac50f8f953e79a,2/28/2025 16:47,Simon Ghionea,GHL_SG_working_rc4,"add a canary global configuration parameter, to help detect if we could load a config properly",v3.2rc4,"improve robustness, reduce bugs, add debug outputs"
68623fe7fa5b1705f35cea87b5c6e8183b4fcd48,3/1/2025 12:02,Simon Ghionea,,"changed mkfs fat filesystem arguments (2k allocation unit instead of the default), added some additional error checking in nand and storage initialization which would result in yellow-red alternating",v3.2rc4,"improve robustness, reduce bugs, add debug outputs"
9fba97a74e077944aedc3bd4d65bf3385429424d,3/2/2025 8:47,Simon Ghionea,,add more info to STATUS USBCDC message,v3.2rc4,add USB cdc commands
c30424144e0507093171f750c104e606c8346a50,3/3/2025 10:27,Simon Ghionea,,fix for some corner case of sensor reading failures on power-module transition from valve/amp=TRUE to amp=TRUE/VALVE=TRUE (cycle 3-4 transition),v3.2rc4,fix bug transitioning from power-module cycle 3 to power-module cycle 4 related to temperature sensor reading
9b432264ee93f97cf38cc2d1faebd89c79f03c5e,3/3/2025 13:53,Simon Ghionea,,addressing some SERIAL message lines getting lost when sending from device,v3.2rc4,add USB cdc commands
d0f199e08e6f7f5e27a8151baa85a9560efa6eba,3/3/2025 14:49,Simon Ghionea,,change power module defaults before release for test,v3.2rc4,set default config
9410e3f560c76cc9c8f091bb85b703c35c7a4374,3/3/2025 15:30,Simon Ghionea,,"move global config initialization earlier in naatos_storage, and revert to AUTO block size for mkfs()",v3.2rc4,"improve robustness, reduce bugs, add debug outputs"
582ab962e6a3b67b048d68ba6f29524be0689917,3/3/2025 21:05,Simon Ghionea,ghlgit/GHL_V3.2rc4,fix compilation for sampleprep,v3.2rc4,<devops>
87a022ead61d138d793c6aed90337432915dc7c6,3/4/2025 7:43,Simon Ghionea,"tag: PM_V3.2rc4, GHL_V3.2rc4","new CDC command LSDIR, add delay to REFORMAT",v3.2rc4,add USB cdc commands
df8a6097adbd346636263ba73f4cf42befb78764,3/6/2025 9:25,Simon Ghionea,,"Major LED driver and notification rework to support new LED scheme (battery led2 always show batter, everything else on led1); new approach to IS31FL3196 LED driver using local register values and bitfields",v3.3,"led notifications: led driver re-write, always show battery on the BATTERY led"
465660271b29cb4fbff0760c2d4c3907b62b71bd,3/6/2025 10:25,Simon Ghionea,,change defaults for sampleprep for new fw features,v3.3,set default config
914df64db320a19230c9279fd2e9726ce6c0b348,3/6/2025 10:27,Simon Ghionea,,bump version to V3.3,v3.3,set default config
cd5c6f3fca15407a9a1327ca6ab540b593dcc87e,3/6/2025 16:50,Simon Ghionea,"tag: V3.3, ghlgit/GHL_V3.3, GHL_V3.3",changed a default for sampleprep,v3.3,set default config
e742aedeb28a68c83a9312770783aacef7131084,3/7/2025 12:33,Simon Ghionea,,"refactor: move and organize all USB CDC commands into own compilation unit/files, and modularize command handlers with a lookup table",v3.4,<devops>
078f00326347c987ddd59cfc13816ef3bc18236e,3/7/2025 13:43,Simon Ghionea,,USB CDC command CFGGET new formatting,v3.4,add USB cdc commands
9c476fb49c1c1528cdddc4ee784fcbb21be80f79,3/7/2025 13:54,Simon Ghionea,,handle com_write() situation where NRF_ERROR_BUSY was returned from Nordic USB driver; will now delay shortly and yield to other threads during that delay; handles nicely missing output when lots of data sent to the com port,v3.4,add USB cdc commands
84e3b41060df036e59beb4b174e96ba295abeaa9,3/7/2025 15:37,Simon Ghionea,,added USB CDC command CFGSET with global and writeglobal subcommands,v3.4,add USB cdc commands
07c0bea1013b490fec60f3676358a5c1e05cb4c3,3/7/2025 20:43,Simon Ghionea,,"USB CDC LSDIR"" command",v3.4,add USB cdc commands
f8f319a432e9fe94db88dcaf504e71f68b00bb22,3/9/2025 13:51,Simon Ghionea,,"bump to V3.4; add to segger project build-configurations for sample prep, power module (preprocessor definitions set there now not naatos_config.h) and bootloader/jlink linker selections; set batch-build options",v3.4,<devops>
ac222da59af30d323b6c9df144bd7c97c87e95f7,3/10/2025 14:44,Simon Ghionea,,"fix issue with USB CDC command CFGSET parsing floating point value string, refactored key-value configuration table to use functions from naatos_config_file.c",v3.4,add USB cdc commands
bd0f0eb9b25fc472b698101c5afcaddbc0a8726c,3/10/2025 15:40,Simon Ghionea,,"upon run completion, verify that the run took the expected amount of time in order to exit with solid green/success, add c standard library mktime and difftime support for RTC handling",v3.4,add check for total run time taken within tolerance
2a97de710842f99e560d7a6c4ba6268c1fd6d70a,3/10/2025 21:32,Simon Ghionea,,add option to use RTC-queried time for cycle running state-machine (option: FSM_USE_RTC_FOR_CYCLE_TIME),v3.4,use RTC time for run state machine
4a2ff8115fe39d219434a7fe7dc8bc997fa364e9,3/11/2025 13:43,Simon Ghionea,,fix issue where tps55288 valve power supply was occasionally not being set to 6V settings; redid the TPS55288 handling,v3.4,"fix powermodule issue with valve power supply, we are now reinitializing the chip completely every sensor sample cycle"
9525b7619626000d77d5f70c53bdb6660e62d86a,3/11/2025 15:30,Simon Ghionea,,add per-cycle run-time checking and a cycle parameter,v3.4,catch at the cycle-level if the cycle took too long to complete
d2a92546a116d43c3c7f9ef901b2021017e13641,3/12/2025 14:47,Simon Ghionea,tag: V3.4,update defaults,v3.4,set default config
c909567595079684f32a77625e419a6dfe2ebadd,3/13/2025 20:56,Simon Ghionea,,change default for powermodule cycle2 to allow longer rtc vs tick time-error,v3.5,set default config
374f031a61f26dadc959e88126a9cc9a483c1ae3,3/13/2025 21:00,Simon Ghionea,,"added rtc calendar query retry mechanism and checking for known bad dates (day=00, month=00, year=2080) which became a problem for us when switching the cycle state machine to use RTC time",v3.5,handle occasional RTC bad date through retry mechanism
fededd94d223fb3a997989eb23e3d4bc9415a209,3/13/2025 21:08,Simon Ghionea,,add catch for high error between cputick and rtc cycle timer to abort at inner-cycle-level if time is beyond config.accept_run_time_error_s,v3.5,catch in the middle of a cycle if our runtime according to cputicks has a severe disagreement from the rtc time we are using to measure the cycle runtime
c65236d95be5833b3efd4a6d6760fa659b3270f1,3/13/2025 21:10,Simon Ghionea,,kick hardware watchdog just prior to resetting for DFU-entry,v3.5,improve reliability of DFU entry
cf9676cc7ce91dd2a879ed74d982323b33be893a,3/14/2025 7:26,Simon Ghionea,,add an additional TPS55288 retry mechanism for valve supply workaround in sensors.c,v3.5,add a retry mechanism in powermodule sensors data collection to deal with valve power supply workaround
af599fdccaeba70c29128127e2741a682f30ef10,3/14/2025 7:31,Simon Ghionea,,"fixed issue with battery overtemperature error, where it would not have been handled appropriately",v3.5,"fixed issue with battery overtemperature error, where it would not have been handled appropriately"
d500503564d621335d432fa2427fb2ce99be481c,3/14/2025 8:15,Simon Ghionea,,bump version to 3.5,v3.5,set default config
02cca2bbe32ad0e865123255ad13c6d1dc84618b,3/14/2025 10:21,Simon Ghionea,,"change power module defaults to modify timing error allowances and grace periods, only timeout during cycle2 if timing error occurred",v3.5,set default config
74c22ab54ec15a315d87e29c930018ecfd71f487,3/14/2025 11:00,Simon Ghionea,"HEAD -> GHL_nextver, tag: V3.5, ghlgit/GHL_nextver",change sample prep cycle defaults,v3.5,set default config
